order_id,customer_id,order_date,order_datetime,product_id,item_id,quantity,unit_price,total_amount,order_total,shipping_cost,tax,discount,status,payment_method,shipping_address,tracking_number,quantity_conflict,total_mismatch
ORD_00053,190,2023-03-21,2023-05-27 07:20:00+00:00,PROD_113,44,7,103.67,700.7800000000001,745.1000000000001,10.48,33.84,24.91,CANCELLED,credit_card,7221 Oak Ave,TRK341359,True,True
ORD_00054,145,2023-05-10,2023-03-18 15:01:00+00:00,PROD_183,184,9,433.98,3905.82,3941.1400000000003,0.0,35.32,0.0,SHIPPED,cash,1925 Main St,TRK627320,True,True
ORD_00055,13,2023-11-06,2023-04-22 19:59:00+00:00,PROD_026,163,4,51.81,207.24,255.89000000000001,6.37,42.28,0.0,SHIPPED,cash,6649 Oak Ave,TRK956806,True,True
ORD_00056,400,2023-04-17,2023-04-05 09:05:00+00:00,PROD_126,87,7,86.84,607.88,646.7099999999999,13.02,25.81,0.0,DELIVERED,debit_card,1181 Oak Ave,TRK670835,True,True
ORD_00057,500,2023-06-22,2023-06-06 17:30:00+00:00,PROD_038,190,2,233.39,466.7799999999999,525.93,12.34,46.81,0.0,DELIVERED,credit_card,8700 Oak Ave,TRK478374,True,True
ORD_00058,63,2023-02-05,2023-03-05 16:48:00+00:00,PROD_068,123,3,50.81,152.43,187.38,16.97,17.98,0.0,DELIVERED,bank_transfer,7826 Pine Rd,TRK378917,True,True
ORD_00059,483,2023-12-04,2023-12-04 12:00:00,PROD_145,171,5,352.5,1762.5,1794.01,16.1,15.41,0.0,DELIVERED,cash,8622 Pine Rd,TRK550464,True,True
ORD_00060,23,2023-06-24,2023-01-02 23:47:00+00:00,PROD_028,121,9,350.77,3156.93,3176.5099999999998,13.73,5.85,0.0,PENDING,debit_card,1895 Oak Ave,TRK678217,True,True
ORD_00061,192,2023-12-18,2023-12-18 08:46:00+00:00,PROD_193,82,9,290.58,2615.22,2631.4999999999995,13.83,2.45,0.0,PROCESSING,paypal,8948 Oak Ave,,True,True
ORD_00062,495,2023-12-17,2023-04-20 09:02:00+00:00,PROD_020,65,4,15.51,62.040000000000006,93.93,5.01,26.88,0.0,DELIVERED,cash,8064 Pine Rd,TRK157388,True,True
ORD_00063,432,2023-10-20,2023-05-05 08:09:00+00:00,PROD_052,195,4,100.74,402.96,417.09,0.0,14.13,0.0,PENDING,paypal,5585 Oak Ave,TRK907625,True,True
ORD_00064,192,2023-04-18,2023-04-18 09:23:00+00:00,PROD_086,28,6,337.19,2023.1399999999996,2058.0099999999998,21.48,13.39,0.0,PENDING,paypal,3360 Main St,TRK679832,True,True
ORD_00065,425,,,PROD_130,139,10,493.47,4934.700000000001,4955.190000000001,15.43,5.06,0.0,DELIVERED,cash,1227 Main St,TRK489794,True,True
ORD_00066,481,2023-11-26,2023-04-22 19:22:00+00:00,PROD_153,77,7,128.77,901.3900000000001,926.2300000000001,20.69,4.15,0.0,PENDING,cash,7661 Pine Rd,TRK735477,True,True
ORD_00067,324,2023-06-09,2023-02-27 13:06:00+00:00,PROD_036,47,4,27.07,108.28,163.76,13.92,41.56,0.0,PENDING,bank_transfer,5151 Main St,TRK537450,True,True
ORD_00068,416,2023-12-26,2023-01-27 22:27:00+00:00,PROD_071,176,8,317.27,2538.16,2568.73,18.34,12.23,0.0,CANCELLED,credit_card,3120 Oak Ave,TRK293956,True,True
ORD_00069,244,2023-01-13,2023-06-13 21:25:00+00:00,PROD_165,123,4,273.15,1092.6,1122.1699999999998,8.3,21.27,0.0,PENDING,bank_transfer,3794 Pine Rd,TRK721732,True,True
ORD_00070,178,2023-03-01,2023-05-11 05:39:00+00:00,PROD_166,36,4,438.0,1752.0,1790.82,5.96,32.86,0.0,CANCELLED,cash,8997 Oak Ave,,True,True
ORD_00071,281,2023-02-19,2023-05-12 01:33:00+00:00,PROD_168,121,6,207.53,1245.18,1285.3600000000001,17.91,22.27,0.0,SHIPPED,credit_card,2575 Main St,TRK672910,True,True
ORD_00072,426,2023-12-17,2023-07-26 05:38:00+00:00,PROD_140,148,9,310.68,2749.22,2776.8199999999997,0.0,27.6,46.9,SHIPPED,paypal,2440 Main St,TRK683882,True,True
ORD_00073,499,2023-08-07,2023-06-11 13:52:00+00:00,PROD_189,155,3,110.8,332.4,353.64,0.0,21.24,0.0,DELIVERED,credit_card,6629 Pine Rd,TRK642505,False,True
ORD_00074,488,2023-05-08,2023-04-06 15:34:00+00:00,PROD_120,16,9,320.39,2883.5099999999998,2894.1099999999997,0.0,10.6,0.0,CANCELLED,debit_card,2457 Oak Ave,,True,True
ORD_00075,154,2023-11-20,2023-12-28 18:08:00+00:00,PROD_153,68,10,202.58,2025.8000000000004,2069.8100000000004,0.0,44.01,0.0,SHIPPED,debit_card,9854 Oak Ave,TRK643091,True,True
ORD_00076,232,2023-02-01,2023-01-01 10:20:00+00:00,PROD_160,168,6,323.17,1919.87,1967.6999999999998,14.11,33.72,19.15,SHIPPED,paypal,3990 Main St,TRK451694,True,True
ORD_00077,447,2023-11-19,2023-11-19 19:02:00+00:00,PROD_143,173,5,504.63,2490.13,2548.22,10.49,47.6,33.02,CANCELLED,bank_transfer,8762 Oak Ave,,True,True
ORD_00078,375,2023-07-03,2023-07-03 06:56:00+00:00,PROD_032,35,10,51.83,507.0699999999999,540.9899999999999,0.0,33.92,11.23,DELIVERED,cash,407 Main St,TRK615626,True,True
ORD_00079,150,2023-01-22,2023-04-14 08:18:00+00:00,PROD_013,102,10,210.77,2107.7000000000003,2129.36,0.0,21.66,0.0,PENDING,cash,3346 Pine Rd,TRK589222,True,True
ORD_00080,273,2023-02-01,2023-02-01 12:00:00,PROD_015,80,5,165.23,826.15,892.93,22.03,44.75,0.0,PROCESSING,bank_transfer,6263 Oak Ave,,True,True
ORD_00081,210,2023-02-25,2023-11-22 16:20:00+00:00,PROD_106,64,8,279.21,2231.6099999999997,2286.1299999999997,5.31,49.21,2.07,PENDING,paypal,5691 Pine Rd,,True,True
ORD_00082,186,2023-09-19,2023-09-19 04:23:00+00:00,PROD_149,15,5,133.4,667.0,676.75,0.0,9.75,0.0,PROCESSING,cash,785 Main St,,True,True
ORD_00083,124,2023-03-18,2023-03-10 09:53:00+00:00,PROD_120,63,10,249.03,2490.3,2535.57,0.0,45.27,0.0,DELIVERED,debit_card,9415 Oak Ave,TRK738757,True,True
ORD_00084,336,2023-09-13,2023-03-10 10:38:00+00:00,PROD_009,36,4,60.36,202.39,234.5,10.12,21.99,39.05,CANCELLED,credit_card,6424 Main St,,True,True
ORD_00085,152,2023-11-20,2023-06-22 19:59:00+00:00,PROD_089,169,4,165.5,662.0,706.34,0.0,44.34,0.0,SHIPPED,debit_card,4228 Oak Ave,,False,True
ORD_00086,49,2023-07-09,2023-07-07 20:31:00+00:00,PROD_131,49,3,312.33,936.99,981.35,15.89,28.47,0.0,SHIPPED,debit_card,9775 Pine Rd,TRK882932,True,True
ORD_00087,364,2023-03-21,2023-08-27 23:07:00+00:00,PROD_191,109,8,291.54,2332.32,2355.95,8.43,15.2,0.0,SHIPPED,debit_card,1111 Pine Rd,TRK150821,True,True
ORD_00088,256,2023-07-26,2023-07-26 12:00:00,PROD_118,141,5,357.23,1786.15,1826.6900000000003,15.88,24.66,0.0,DELIVERED,credit_card,6235 Main St,,True,True
ORD_00089,368,,,PROD_030,153,4,135.43,532.7900000000001,538.2700000000001,0.0,5.48,8.93,DELIVERED,debit_card,7044 Pine Rd,TRK185201,False,True
ORD_00090,424,2023-11-19,2023-08-12 15:31:00+00:00,PROD_099,107,6,50.36,302.15999999999997,340.98999999999995,9.13,29.7,0.0,DELIVERED,paypal,1916 Oak Ave,TRK559256,True,True
ORD_00091,403,2023-06-03,2023-02-07 08:26:00+00:00,PROD_043,15,10,19.15,191.5,233.62,0.0,42.12,0.0,PROCESSING,paypal,1536 Main St,,True,True
ORD_00092,500,2023-06-26,2023-07-25 21:11:00+00:00,PROD_018,190,5,312.99,1519.66,1532.1200000000001,0.0,12.46,45.29,PROCESSING,paypal,1351 Pine Rd,,True,True
ORD_00093,305,2023-02-08,2023-02-08 12:00:00,PROD_075,86,2,289.78,579.56,602.1,15.07,7.47,0.0,PENDING,debit_card,1809 Pine Rd,,False,True
ORD_00094,65,2023-08-15,2023-08-15 01:40:00+00:00,PROD_176,192,4,151.43,605.72,629.4,0.0,23.68,0.0,PROCESSING,credit_card,7707 Oak Ave,,True,True
ORD_00095,110,2023-01-01,2023-01-01 08:11:00+00:00,PROD_049,186,4,18.66,74.63999999999999,104.35,17.5,12.21,0.0,SHIPPED,credit_card,3831 Pine Rd,TRK890200,True,True
ORD_00096,320,2023-05-26,2023-05-13 20:25:00+00:00,PROD_070,51,6,54.14,324.84000000000003,350.46000000000004,12.87,12.75,0.0,CANCELLED,credit_card,6887 Main St,TRK427756,True,True
ORD_00097,419,2023-07-12,2023-10-02 07:05:00+00:00,PROD_109,68,3,383.92,1116.17,1175.71,17.96,41.58,35.59,SHIPPED,debit_card,721 Main St,TRK632351,True,True
ORD_00098,135,2023-09-10,2023-07-19 06:03:00+00:00,PROD_165,91,8,280.28,2192.89,2226.95,6.92,27.14,49.35,PROCESSING,credit_card,3880 Main St,,True,True
ORD_00099,328,2023-12-14,2023-01-08 10:56:00+00:00,PROD_047,160,10,236.4,2364.0,2403.5,6.42,33.08,0.0,CANCELLED,paypal,3562 Pine Rd,TRK180280,True,True
ORD_00100,366,2023-07-10,2023-05-15 00:51:00+00:00,PROD_014,101,5,42.13,210.64999999999998,264.01,23.21,30.15,0.0,CANCELLED,credit_card,4474 Main St,,True,True
ORD_00101,241,2023-01-11,2023-03-23 05:25:00+00:00,PROD_136,74,5,15.88,38.79,49.55,6.46,4.3,40.61,DELIVERED,credit_card,6925 Oak Ave,TRK336829,True,True
ORD_00102,310,2023-09-20,2023-02-03 08:56:00+00:00,PROD_146,40,7,436.19,3053.33,3077.48,0.0,24.15,0.0,SHIPPED,debit_card,8705 Main St,TRK211795,True,True
ORD_00103,15,2023-11-15,2023-11-15 02:58:00+00:00,PROD_004,144,5,180.82,904.0999999999999,913.9399999999999,0.0,9.84,0.0,DELIVERED,credit_card,8817 Main St,TRK750280,True,True
ORD_00104,436,2023-07-25,2023-01-22 09:16:00+00:00,PROD_196,74,5,439.96,2199.7999999999997,2242.7,24.07,18.83,0.0,PROCESSING,debit_card,36 Pine Rd,TRK400635,True,True
ORD_00105,375,2023-12-15,2023-01-21 13:08:00+00:00,PROD_011,17,4,375.76,1502.3799999999999,1543.45,7.67,33.4,0.66,PENDING,paypal,4412 Pine Rd,TRK781656,True,True
ORD_00106,143,2023-05-16,2023-02-03 08:44:00+00:00,PROD_183,15,2,166.38,332.76,355.98,9.5,13.72,0.0,PENDING,bank_transfer,7712 Oak Ave,TRK839336,False,True
ORD_00107,152,,,PROD_109,138,9,458.97,4130.7300000000005,4189.890000000001,13.6,45.56,0.0,SHIPPED,cash,5752 Pine Rd,TRK709989,True,True
ORD_00108,233,2023-09-13,2023-06-09 20:22:00+00:00,PROD_073,59,2,137.44,274.88,291.56,13.99,2.69,0.0,DELIVERED,bank_transfer,3678 Main St,TRK669936,True,True
ORD_00109,433,2023-12-24,2023-07-14 16:33:00+00:00,PROD_098,136,5,115.38,576.9,628.33,14.95,36.48,0.0,PENDING,credit_card,9526 Main St,TRK201655,True,True
ORD_00110,462,2023-09-09,2023-09-09 12:00:00,PROD_002,24,5,158.25,791.25,828.96,0.0,37.71,0.0,PROCESSING,bank_transfer,4293 Oak Ave,TRK580031,True,True
ORD_00111,421,2023-06-04,2023-09-17 01:05:00+00:00,PROD_134,180,9,321.43,2860.67,2913.9700000000003,11.02,42.28,32.2,DELIVERED,bank_transfer,9341 Pine Rd,TRK967305,True,True
ORD_00112,66,2023-02-02,2023-12-03 05:22:00+00:00,PROD_092,187,3,257.87,773.61,823.6300000000001,24.45,25.57,0.0,PROCESSING,bank_transfer,9701 Pine Rd,TRK553575,True,True
ORD_00113,248,2023-09-12,2023-02-06 13:44:00+00:00,PROD_034,5,5,200.45,989.9499999999998,1044.1599999999999,21.35,32.86,12.3,PENDING,credit_card,3981 Pine Rd,TRK684396,True,True
ORD_00114,373,2023-01-09,2023-01-28 13:34:00+00:00,PROD_113,178,7,494.05,3421.88,3443.61,7.46,14.27,36.47,DELIVERED,cash,5570 Oak Ave,TRK553715,True,True
ORD_00115,137,2023-07-15,2023-05-06 14:22:00+00:00,PROD_130,195,2,412.2,824.4,875.42,21.43,29.59,0.0,SHIPPED,paypal,8925 Pine Rd,TRK276313,False,True
ORD_00116,166,2023-05-27,2023-08-13 08:19:00+00:00,PROD_135,128,6,72.41,434.46,484.06,13.36,36.24,0.0,CANCELLED,bank_transfer,1470 Oak Ave,TRK720031,True,True
ORD_00117,330,2023-03-14,2023-03-14 22:58:00+00:00,PROD_139,43,3,200.53,600.61,646.29,0.0,45.68,0.98,DELIVERED,cash,82 Oak Ave,TRK948191,True,True
ORD_00118,213,2023-06-16,2023-06-07 07:45:00+00:00,PROD_158,146,1,55.96,55.959999999999994,83.28999999999999,23.04,4.29,0.0,DELIVERED,cash,9365 Main St,TRK593424,False,True
ORD_00119,347,2023-11-23,2023-04-23 02:15:00+00:00,PROD_049,137,10,295.54,2917.85,2955.83,18.73,19.25,37.55,SHIPPED,debit_card,9637 Oak Ave,TRK533954,True,True
ORD_00120,319,2023-04-07,2023-03-20 12:33:00+00:00,PROD_180,74,10,427.29,4272.900000000001,4316.070000000001,0.0,43.17,0.0,DELIVERED,bank_transfer,8394 Main St,TRK206204,True,True
ORD_00121,210,2023-07-04,2023-11-08 09:54:00+00:00,PROD_119,73,5,141.86,709.3000000000001,739.8900000000001,0.0,30.59,0.0,PROCESSING,credit_card,5605 Oak Ave,,True,True
ORD_00122,253,2023-02-22,2023-02-22 05:38:00+00:00,PROD_066,104,10,434.08,4340.8,4389.990000000001,21.06,28.13,0.0,PROCESSING,cash,2746 Oak Ave,TRK217756,True,True
ORD_00123,188,2023-03-08,2023-12-13 03:45:00+00:00,PROD_112,85,5,152.32,761.5999999999999,804.4699999999999,9.26,33.61,0.0,SHIPPED,credit_card,1225 Main St,,True,True
ORD_00124,15,2023-01-05,2023-10-16 00:40:00+00:00,PROD_127,53,3,493.83,1481.49,1500.36,0.0,18.87,0.0,DELIVERED,debit_card,5111 Pine Rd,TRK499489,True,True
ORD_00125,68,2023-05-22,2023-05-22 17:31:00+00:00,PROD_151,22,5,113.83,569.15,632.1899999999999,20.9,42.14,0.0,CANCELLED,bank_transfer,7290 Main St,,True,True
ORD_00126,302,2023-05-20,2023-06-20 05:39:00+00:00,PROD_138,42,9,359.91,3239.19,3294.73,6.15,49.39,0.0,PENDING,bank_transfer,3086 Oak Ave,TRK683744,True,True
ORD_00127,257,2023-11-01,2023-11-01 12:00:00,PROD_069,163,6,230.14,1380.84,1429.4999999999998,11.11,37.55,0.0,DELIVERED,credit_card,8610 Main St,TRK199815,True,True
ORD_00128,31,2023-02-05,2023-04-25 03:26:00+00:00,PROD_025,192,5,437.19,2183.49,2223.27,24.65,15.13,2.46,PENDING,paypal,7847 Oak Ave,TRK567492,True,True
ORD_00129,128,2023-06-17,2023-10-18 17:43:00+00:00,PROD_169,161,3,347.52,1042.56,1075.79,14.26,18.97,0.0,PENDING,cash,5112 Pine Rd,TRK288084,True,True
ORD_00130,127,2023-12-04,2023-05-03 16:02:00+00:00,PROD_075,50,5,198.17,990.85,1040.96,19.88,30.23,0.0,SHIPPED,debit_card,1738 Pine Rd,TRK409933,True,True
ORD_00131,264,2023-01-23,2023-12-15 17:58:00+00:00,PROD_123,162,4,229.85,894.8199999999999,937.3599999999999,16.9,25.64,24.58,PROCESSING,bank_transfer,9069 Oak Ave,TRK923215,True,True
ORD_00132,258,2023-01-10,2023-01-10 12:00:00,PROD_140,170,9,428.25,3854.25,3897.38,0.0,43.13,0.0,SHIPPED,cash,8773 Oak Ave,TRK166139,True,True
ORD_00133,183,2023-01-20,2023-08-08 07:15:00+00:00,PROD_128,128,7,246.96,1728.72,1760.13,0.0,31.41,0.0,PENDING,credit_card,2813 Pine Rd,TRK936790,True,True
ORD_00134,300,2023-02-20,2023-02-20 12:00:00,PROD_135,30,9,177.64,1598.7599999999998,1629.7199999999998,0.0,30.96,0.0,PROCESSING,paypal,1118 Main St,,True,True
ORD_00135,165,2023-12-20,2023-07-05 06:49:00+00:00,PROD_154,84,9,39.27,353.43,377.64,21.77,2.44,0.0,DELIVERED,bank_transfer,2850 Pine Rd,TRK761831,True,True
ORD_00136,15,2023-03-23,2023-03-11 11:03:00+00:00,PROD_073,133,4,332.34,1329.36,1332.4499999999998,0.0,3.09,0.0,CANCELLED,cash,7528 Pine Rd,TRK143956,True,True
ORD_00137,200,2023-10-10,2023-11-22 00:43:00+00:00,PROD_016,99,5,377.86,1889.3000000000002,1934.0700000000002,0.0,44.77,0.0,SHIPPED,credit_card,5416 Main St,TRK223135,True,True
ORD_00138,77,2023-10-23,2023-12-28 12:19:00+00:00,PROD_074,30,8,168.08,1344.64,1371.0300000000002,0.0,26.39,0.0,DELIVERED,debit_card,8609 Oak Ave,TRK569240,True,True
ORD_00139,117,2023-03-06,2023-12-07 16:01:00+00:00,PROD_090,36,4,450.2,1800.8,1854.7299999999998,7.85,46.08,0.0,CANCELLED,cash,9585 Main St,TRK273291,True,True
